"BLID";"lat";"lon";"aliasBLID1";"aliasBLID2";"locality";"region";"elevation";"country";"province";"siteType";"WLID";"distToWLID_km";"irrigated";"expt_yield_2017";"expt_restore_2018";"provincial_region";"created_at";"updated_at";"expt_yield_Lakeland"
24027;50.6526;-113.9056;0;0;"Range Rd 291, Aldersyde";"South Calgary";1075;"CANADA";"Alberta";"ditch";99002;17.51;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24034;50.6774;-113.9517;0;0;"Range Rd 293, Aldersyde";"South Calgary";1141;"CANADA";"Alberta";"ditch";99001;14.45;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24041;50.7032;-113.8365;0;0;"230 AB-547, Aldersyde";"South Calgary";1054;"CANADA";"Alberta";"ditch";99003;21.99;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24048;50.7984;-113.8597;0;0;"Range Rd 285, De Winton";"South Calgary";1053;"CANADA";"Alberta";"ditch";99001;22.69;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24055;50.582;-114.0708;0;0;"Range Rd 13, Longview";"South Calgary";1155;"CANADA";"Alberta";"ditch";99002;9.1;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24062;50.6258;-114.1869;0;0;"Range Rd 22, Black Diamond";"South Calgary";1270;"CANADA";"Alberta";"ditch";99001;9.73;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24069;50.6593;-114.2452;0;0;"8 Township Rd 200, Turner Valley";"South Calgary";1215;"CANADA";"Alberta";"ditch";99001;8.77;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24076;50.6284;-113.9054;0;0;"Range Rd 291, Aldersyde";"South Calgary";1052;"CANADA";"Alberta";"ditch";99002;15.11;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24083;50.6162;-113.8821;0;0;"AB-2A, Foothills No. 31";"South Calgary";1036;"CANADA";"Alberta";"ditch";99002;14.88;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24097;50.795;-114.1865;0;0;"Range Rd 22, Millarville";"South Calgary";1297;"CANADA";"Alberta";"ditch";99001;9.81;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24111;50.8072;-114.094;0;0;"Range Rd 14, De Winton";"South Calgary";1135;"CANADA";"Alberta";"ditch";99001;11.52;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24118;50.6303;-113.9581;0;0;"466 Ave E, Aldersyde";"South Calgary";1099;"CANADA";"Alberta";"ditch";99002;13.89;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24125;50.622;-113.8134;0;0;"E Street 128, Aldersyde";"South Calgary";1036;"CANADA";"Alberta";"ditch";99003;14.64;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24132;50.762;-113.2828;0;0;"Range Rd 244, Mossleigh";"South Calgary";936;"CANADA";"Alberta";"ditch";99004;10.99;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24139;50.6889;-113.1378;0;0;"Township Rd 202, Arrowwood";"South Calgary";1016;"CANADA";"Alberta";"ditch";99004;14.98;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24146;50.656;-113.7674;0;0;"160 St E, Aldersyde";"South Calgary";1027;"CANADA";"Alberta";"ditch";99003;14.84;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24153;50.7638;-113.1901;0;0;"near Arrowwood";"South Calgary";907;"CANADA";"Alberta";"ditch";99004;15.1;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24160;50.5876;-113.19;0;0;"Range Rd 240, Arrowwood";"South Calgary";1045;"CANADA";"Alberta";"ditch";99004;14.65;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24167;50.7179;-113.1047;0;0;"Township Rd 204, Arrowwood";"South Calgary";973;"CANADA";"Alberta";"ditch";99004;17.93;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24181;50.6063;-113.7904;0;0;"144 St E, Aldersyde";"South Calgary";1023;"CANADA";"Alberta";"ditch";99003;12.34;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24188;50.7761;-113.7439;0;0;"AB-552, Aldersyde";"South Calgary";1072;"CANADA";"Alberta";"ditch";99003;26.22;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24195;50.8046;-113.2827;0;0;"Range Rd 244, Mossleigh";"South Calgary";923;"CANADA";"Alberta";"ditch";99004;15.42;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24202;50.7402;-113.121;0;0;"Range Rd 233, Arrowwood";"South Calgary";919;"CANADA";"Alberta";"ditch";99004;17.73;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24209;50.5721;-113.6138;0;0;"AB-23, Blackie";"South Calgary";1017;"CANADA";"Alberta";"ditch";99003;3.08;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24216;50.6192;-113.144;0;0;"Range Rd 234, Arrowwood";"South Calgary";1136;"CANADA";"Alberta";"ditch";99004;15.61;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24223;50.6015;-113.0003;0;0;"Township Rd 192, Milo";"South Calgary";969;"CANADA";"Alberta";"ditch";99005;13.93;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24230;50.6886;-113.0499;0;0;"Township Rd 202, Arrowwood";"South Calgary";1010;"CANADA";"Alberta";"ditch";99005;20.13;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24237;50.6411;-113.8132;0;0;"E Street 128, Aldersyde";"South Calgary";1037;"CANADA";"Alberta";"ditch";99003;15.89;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24244;50.6333;-113.7674;0;0;"160 St E, Aldersyde";"South Calgary";1016;"CANADA";"Alberta";"ditch";99003;12.92;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24251;50.6889;-113.0817;0;0;"Township Rd 202, Arrowwood";"South Calgary";1011;"CANADA";"Alberta";"ditch";99004;18.91;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24258;50.776;-113.7145;0;0;"AB-552, Aldersyde";"South Calgary";1073;"CANADA";"Alberta";"ditch";99003;25.7;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24265;50.6595;-113.8135;0;0;"434 Ave E, Aldersyde";"South Calgary";1036;"CANADA";"Alberta";"ditch";99003;17.29;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24272;50.7761;-113.7898;0;0;"AB-552, Aldersyde";"South Calgary";1040;"CANADA";"Alberta";"ditch";99001;26.42;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24279;50.738;-113.7905;0;0;"Range Rd 282, Aldersyde";"South Calgary";1096;"CANADA";"Alberta";"ditch";99003;23.47;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24286;50.6596;-113.7273;0;0;"565a 434 Ave E, Blackie";"South Calgary";1032;"CANADA";"Alberta";"ditch";99003;13.67;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24293;50.7243;-113.1675;0;0;"Range Rd 235, Arrowwood";"South Calgary";975;"CANADA";"Alberta";"ditch";99004;14.01;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24300;50.7979;-113.6289;0;0;"Range Rd 271, Mossleigh";"South Calgary";988;"CANADA";"Alberta";"ditch";99004;24.18;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24307;50.6729;-113.098;0;0;"Range Rd 232, Arrowwood";"South Calgary";1030;"CANADA";"Alberta";"ditch";99004;17.68;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24314;50.7364;-113.6982;0;0;"Range Rd 274, Aldersyde";"South Calgary";1079;"CANADA";"Alberta";"ditch";99003;21.15;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24321;50.8022;-113.6752;0;0;"224 St E, Dalemead";"South Calgary";982;"CANADA";"Alberta";"ditch";99004;27.16;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24328;50.7245;-113.2827;0;0;"Range Rd 244, Mossleigh";"South Calgary";936;"CANADA";"Alberta";"ditch";99004;7.42;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24335;50.7453;-113.1672;0;0;"Range Rd 235, Arrowwood";"South Calgary";925;"CANADA";"Alberta";"ditch";99004;15.14;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
24342;50.572;-113.1753;0;0;"AB-542, Vulcan";"South Calgary";1061;"CANADA";"Alberta";"ditch";99004;16.58;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
20101;55.7684;-118.5692;0;0;"Range Rd 44, Rycroft";"Grande Prairie";587;"CANADA";"Alberta";"ditch";99010;8.67;0;0;0;"Northern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
20102;55.7681;-118.5631;0;0;"Range Rd 44, Rycroft";"Grande Prairie";585;"CANADA";"Alberta";"ditch";99010;9.05;0;0;0;"Northern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
20103;55.7812;-118.5072;0;0;"Township Rd 784, Wanham";"Grande Prairie";576;"CANADA";"Alberta";"ditch";99010;12.76;0;0;0;"Northern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
20104;55.7811;-118.4807;0;0;"Township Rd 784, Wanham";"Grande Prairie";575;"CANADA";"Alberta";"ditch";99010;14.38;0;0;0;"Northern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23050;50.09119;-112.14243;0;0;"Range Rd 164, Vauxhall";"Vauxhall-Taber";783;"CANADA";"Alberta";"ditch";99007;4.67;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23064;50.15876;-112.1199;0;0;"Range Rd 163, Vauxhall";"Vauxhall-Taber";775;"CANADA";"Alberta";"ditch";99007;12.13;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23057;50.14153;-112.12015;0;0;"Range Rd 163, Vauxhall";"Vauxhall-Taber";787;"CANADA";"Alberta";"ditch";99007;10.21;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23071;50.16447;-111.98087;0;0;"Township Rd 142, Vauxhall";"Vauxhall-Taber";767;"CANADA";"Alberta";"ditch";99007;16.61;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23078;50.16488;-111.96081;0;0;"Range Rd 152, Hays";"Vauxhall-Taber";769;"CANADA";"Alberta";"ditch";99007;17.59;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23085;50.13543;-111.96181;0;0;"Township Rd 140, Vauxhall";"Vauxhall-Taber";783;"CANADA";"Alberta";"ditch";99007;15.32;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23099;50.22084;-111.98907;0;0;"Range Rd 154, Scandia";"Vauxhall-Taber";747;"CANADA";"Alberta";"ditch";99008;17.92;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23092;50.23384;-111.97527;0;0;"Range Rd 152, Scandia";"Vauxhall-Taber";757;"CANADA";"Alberta";"ditch";99008;17.05;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23106;50.24459;-111.95841;0;0;"AB-530, Scandia";"Vauxhall-Taber";768;"CANADA";"Alberta";"ditch";99008;16.65;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23134;50.4123;-112.11217;0;0;"Range Rd 162, Rainier";"Vauxhall-Taber";767;"CANADA";"Alberta";"ditch";99008;5.14;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23141;50.42379;-112.1124;0;0;"Range Rd 162, Rainier";"Vauxhall-Taber";770;"CANADA";"Alberta";"ditch";99008;6.37;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23113;50.22262;-111.67709;0;0;"AB-525, Rolling Hills";"Vauxhall-Taber";743;"CANADA";"Alberta";"ditch";99012;5.02;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23120;50.23716;-111.69828;0;0;"Township Rd 151, Rolling Hills";"Vauxhall-Taber";741;"CANADA";"Alberta";"ditch";99012;3.11;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23127;50.24416;-111.68292;0;0;"Township Rd 151, Rolling Hills";"Vauxhall-Taber";740;"CANADA";"Alberta";"ditch";99012;2.66;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23148;49.69864;-111.68694;0;0;"Township Rd 90, Grassy Lake";"Vauxhall-Taber";825;"CANADA";"Alberta";"ditch";99011;19.75;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23155;49.69872;-111.6524;0;0;"Township Rd 90, Grassy Lake";"Vauxhall-Taber";823;"CANADA";"Alberta";"ditch";99011;20.31;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23162;49.73507;-111.69787;0;0;"AB-877, Grassy Lake";"Vauxhall-Taber";821;"CANADA";"Alberta";"ditch";99011;15.62;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23043;49.81496;-112.25621;0;0;"Township Rd 102, Cranford";"Vauxhall-Taber";767;"CANADA";"Alberta";"ditch";99009;6.09;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23036;49.81498;-112.23135;0;0;"Township Rd 102, Cranford";"Vauxhall-Taber";800;"CANADA";"Alberta";"ditch";99009;6.48;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23029;49.80038;-112.25287;0;0;"Range Rd 174, Cranford";"Vauxhall-Taber";812;"CANADA";"Alberta";"ditch";99009;4.5;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23015;49.81397;-112.3755;0;0;"Range Rd 183, Cranford";"Vauxhall-Taber";827;"CANADA";"Alberta";"ditch";99009;10.08;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23022;49.82203;-112.37534;0;0;"Range Rd 183, Cranford";"Vauxhall-Taber";827;"CANADA";"Alberta";"ditch";99009;10.62;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23008;49.78592;-112.41956;0;0;"Township Rd 100, Cranford";"Vauxhall-Taber";838;"CANADA";"Alberta";"ditch";99009;11.64;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
23001;49.81506;-112.54124;0;0;"Township Rd 102, Turin";"Vauxhall-Taber";851;"CANADA";"Alberta";"ditch";99009;20.94;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25000;50.7594;-113.5598;0;0;"Range Rd 264, Foothills No. 31";"South Calgary";1030;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25007;50.718;-113.5192;0;0;"AB-547, Mossleigh";"South Calgary";1060;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26126;50.6341;-113.4761;0;0;"466 Ave E, Blackie";"South Calgary";1003;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26119;50.7728;-113.7964;0;0;"AB-552, Aldersyde";"South Calgary";1040;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26112;50.6835;-113.5638;0;0;"Township Rd 202, Blackie";"South Calgary";1074;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26105;50.1109;-113.4251;0;0;"Township Rd 134, Claresholm";"Claresholm";969;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26098;50.9346;-112.2105;0;0;"Range Rd 165, Gem";"Duchess";755;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26091;50.9021;-112.2265;0;0;"Range Rd 170, Gem";"Duchess";749;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26084;50.9199;-112.2087;0;0;"AB-862, Gem";"Duchess";753;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26077;50.9781;-112.1567;0;0;"AB-862, Gem";"Duchess";761;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26070;50.9515;-112.1574;0;0;"AB-862, Gem";"Duchess";747;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26063;50.7993;-112.0638;0;0;"Range Rd 155, Rosemary";"Duchess";728;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26056;50.8121;-112.0617;0;0;"Range Rd 155, Rosemary";"Duchess";726;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26049;50.7091;-112.0464;0;0;"Range Rd 154, Duchess";"Duchess";756;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26042;50.7389;-112.1;0;0;"Range Rd 161, Rosemary";"Duchess";752;"CANADA";"Alberta";"inField_pivot";0;0.0;1;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26035;50.8938;-111.9037;0;0;"Veterans Memorial Hwy, Duchess";"Duchess";706;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26028;50.9144;-111.9975;0;0;"AB-556, Finnegan";"Duchess";722;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26021;50.8893;-111.9476;0;0;"Range Rd 150, Duchess";"Duchess";718;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26014;50.8788;-111.9291;0;0;"Township Rd 222A, Duchess";"Duchess";716;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26007;50.8984;-111.9368;0;0;"18.4 km from Rosemary";"Duchess";716;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
26000;50.8986;-111.9151;0;0;"18.3 km from Duchess";"Duchess";711;"CANADA";"Alberta";"inField_wetland";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25245;50.9838;-112.1445;0;0;"16.8 km from Finnegan";"Duchess";755;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25238;50.7356;-112.0822;0;0;"2.5 km from Rosemary";"Duchess";749;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25231;50.0017;-113.3223;0;0;"17.1 km from Woodhouse";"Claresholm";967;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25224;50.0533;-113.5044;0;0;"6.1 km from Claresholm";"Claresholm";1018;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25217;50.0611;-113.5272;0;0;"5.3 km from Claresholm";"Claresholm";1018;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25210;50.1066;-113.4248;0;0;"14.2 km from Claresholm";"Claresholm";973;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25203;50.128;-113.345;0;0;"Near Stavely";"Claresholm";963;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25196;50.5858;-113.8133;0;0;"Range Rd 283, Aldersyde";"South Calgary";1035;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25189;50.7761;-113.6682;0;0;"AB-552, Mossleigh";"South Calgary";1061;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25182;50.7761;-113.6452;0;0;"AB-552, Mossleigh";"South Calgary";1043;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25175;50.6887;-113.5883;0;0;"Township Rd 202, Blackie";"South Calgary";1066;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25168;50.6342;-113.4789;0;0;"466 Ave E, Blackie";"South Calgary";1003;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25161;50.8948;-111.9074;0;0;"Veterans Memorial Hwy, Duchess";"Duchess";708;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25154;50.9196;-111.993;0;0;"AB-556, Finnegan";"Duchess";721;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25147;50.8893;-111.9436;0;0;"Range Rd 150, Duchess";"Duchess";718;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25140;50.8754;-111.9319;0;0;"Township Rd 222A, Duchess";"Duchess";716;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25133;50.9016;-111.9364;0;0;"18.7 km from Rosemary";"Duchess";695;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25126;50.9002;-111.9146;0;0;"18.5 km from Duchess";"Duchess";711;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25119;50.9349;-112.2143;0;0;"22.2 km from Rosemary";"Duchess";757;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25112;50.9023;-112.2207;0;0;"19.3 km from Rosemary";"Duchess";748;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25105;50.9214;-112.2088;0;0;"20.7 km from Rosemary";"Duchess";753;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25098;50.9796;-112.1567;0;0;"17.5 km from Finnegan";"Duchess";761;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25091;50.9517;-112.1678;0;0;"20.7 km from Finnegan";"Duchess";756;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25084;50.7994;-112.0589;0;0;"4.8 km from Rosemary";"Duchess";729;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25077;50.8122;-112.0591;0;0;"6.2 km from Rosemary";"Duchess";726;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25070;50.7092;-112.0359;0;0;"5.9 km from Rosemary";"Duchess";758;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25063;50.7402;-112.105;0;0;"3 km from Rosemary";"Duchess";752;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25056;50.7759;-113.7965;0;0;"AB-552, Aldersyde";"South Calgary";1040;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25049;50.6854;-113.6518;0;0;"240 St, Blackie";"South Calgary";1070;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25042;50.6887;-113.6099;0;0;"Township Rd 202, Blackie";"South Calgary";1068;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25035;50.6305;-113.457;0;0;"Township Rd 194, Blackie";"South Calgary";1003;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
25028;50.6835;-113.5596;0;0;"304 St E, Blackie";"South Calgary";1074;"CANADA";"Alberta";"ditch";0;0.0;0;0;0;"Southern Alberta";"2018-10-26 11:26:28";"2018-10-26 11:26:28";0
